epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
149,2720.4,2.31284,1.58079,1.22407,0.50184,0.34723,0.32541,0.10193,2.35166,1.55483,1.3469,0.00166149,0.00166149,0.00166149
150,2738.99,2.31946,1.52245,1.22979,0.50571,0.34379,0.32827,0.10013,2.35905,1.59481,1.34332,0.00160523,0.00160523,0.00160523
151,2758.43,2.28056,1.49422,1.22635,0.48781,0.34866,0.3208,0.10011,2.34642,1.5782,1.339,0.00154982,0.00154982,0.00154982
152,2776.74,2.32503,1.5463,1.21595,0.49283,0.34407,0.32354,0.10283,2.33762,1.57019,1.33503,0.00149527,0.00149527,0.00149527
153,2796.01,2.29799,1.5238,1.22754,0.4621,0.34749,0.31267,0.09802,2.35087,1.56901,1.34392,0.00144161,0.00144161,0.00144161
154,2814.24,2.29994,1.5223,1.21698,0.47589,0.35156,0.32147,0.10072,2.34497,1.55363,1.33828,0.00138883,0.00138883,0.00138883
155,2832.26,2.33844,1.52935,1.2078,0.47995,0.35094,0.32672,0.10355,2.3264,1.54326,1.33425,0.00133695,0.00133695,0.00133695
156,2850.9,2.31904,1.48789,1.21755,0.49622,0.33864,0.32068,0.10279,2.32915,1.57272,1.33521,0.00128599,0.00128599,0.00128599
157,2868.95,2.31877,1.53067,1.21816,0.46704,0.3408,0.31358,0.10026,2.35161,1.57961,1.33875,0.00123596,0.00123596,0.00123596
158,2886.98,2.31135,1.50659,1.23662,0.48603,0.34466,0.31685,0.09953,2.33414,1.56764,1.33769,0.00118687,0.00118687,0.00118687
159,2905.41,2.31281,1.51427,1.19427,0.4813,0.3523,0.32779,0.10138,2.3378,1.55844,1.32997,0.00113873,0.00113873,0.00113873
160,2923.81,2.3352,1.51327,1.21785,0.50241,0.35232,0.33116,0.1031,2.34362,1.54962,1.3328,0.00109156,0.00109156,0.00109156
161,2941.89,2.28306,1.50054,1.21973,0.50069,0.34534,0.32573,0.10336,2.33323,1.55821,1.33832,0.00104537,0.00104537,0.00104537
162,2960.62,2.30047,1.48225,1.2221,0.4875,0.34125,0.31993,0.10162,2.34075,1.55109,1.3396,0.00100016,0.00100016,0.00100016
163,2979.83,2.29989,1.49599,1.21994,0.46751,0.34898,0.31885,0.10046,2.33676,1.55366,1.33296,0.000955951,0.000955951,0.000955951
164,2997.93,2.27314,1.48993,1.22907,0.48706,0.34666,0.3248,0.10422,2.31982,1.53936,1.33158,0.000912754,0.000912754,0.000912754
165,3015.92,2.28355,1.47142,1.18071,0.46523,0.34657,0.31847,0.10097,2.33204,1.55742,1.33868,0.000870577,0.000870577,0.000870577
166,3033.85,2.35114,1.53367,1.22037,0.48031,0.34983,0.32094,0.10149,2.33895,1.55733,1.33761,0.000829431,0.000829431,0.000829431
167,3052.29,2.30149,1.49459,1.21362,0.48912,0.3553,0.32854,0.10349,2.32437,1.55613,1.34019,0.000789327,0.000789327,0.000789327
168,3070.84,2.30651,1.49226,1.21592,0.48657,0.3413,0.31894,0.1004,2.34864,1.57501,1.34057,0.000750274,0.000750274,0.000750274
169,3088.84,2.28545,1.46973,1.20321,0.48874,0.3492,0.32139,0.10171,2.33447,1.53882,1.33405,0.000712282,0.000712282,0.000712282
170,3106.79,2.29519,1.49967,1.19977,0.50027,0.34263,0.3216,0.10142,2.33128,1.5514,1.33057,0.00067536,0.00067536,0.00067536
171,3125.42,2.33296,1.51564,1.19821,0.49519,0.33729,0.32023,0.10151,2.33044,1.54538,1.33364,0.000639518,0.000639518,0.000639518
172,3143.75,2.3171,1.48426,1.2123,0.4797,0.34418,0.32119,0.10308,2.34162,1.53745,1.33605,0.000604763,0.000604763,0.000604763
173,3162.07,2.28683,1.45858,1.17764,0.48634,0.34303,0.32237,0.10248,2.3323,1.55691,1.33517,0.000571106,0.000571106,0.000571106
174,3180.46,2.27239,1.46271,1.21173,0.48671,0.34092,0.31455,0.10039,2.33799,1.55489,1.33275,0.000538554,0.000538554,0.000538554
175,3199.3,2.30961,1.48758,1.20722,0.49947,0.34073,0.32261,0.1024,2.33854,1.57126,1.3331,0.000507115,0.000507115,0.000507115
176,3217.7,2.30986,1.48423,1.20396,0.48593,0.34478,0.32163,0.1023,2.33732,1.56961,1.33214,0.000476796,0.000476796,0.000476796
177,3235.98,2.29973,1.48995,1.22311,0.4896,0.35398,0.32739,0.10481,2.32372,1.53909,1.32673,0.000447606,0.000447606,0.000447606
178,3254.64,2.3511,1.51457,1.20372,0.46712,0.35618,0.32474,0.10463,2.32852,1.55452,1.33308,0.000419552,0.000419552,0.000419552
